terminal_code
Flint Hills-PHX
SilverE-Evstn-UT
HFC-Grand Jct-Rack
HFC-Grand Junct
Suncor-GrandJ
Chv-LV-B-unev
TSO-LV-km
XOM-LV-U
HFC-PHX-km
Sunoco-PHX
TSO-PHX-cj
TSO-PHX-km
SilverE-SLC
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 612/31/2020 23:59 1.5646 1.5696 • SLC-TSO-UCT-UT-31840 212/31/2020 23:59 1.5646 1.5696 9.0050 9.0050 1.6080 1.6130 TSO-SLC-ub • SLC-TSO-U-NV-306135
Valero-Sparks
• SLC-TSO-U-UT-305666
HFC-Tucson-hep
TSO-Tucson
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-AZ-topt-200 019912/31/2020 23:59 1.7728 1.7778 0.0230 3.0130 3.4030 • LV-HFC-Unev-NV-200003 712/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-UT-58409
Valero-Sparks-ct
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-AZ-topt-200 019901/01/2021 00:00 1.7728 1.7778 1.4080 2.0880 2.4880 • LV-HFC-Unev-NV-200003 701/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-UT-58409
IA-LV
Alon-PHX • PHX-Alon-caljet-23002
IA-PHX
• PHX-Alon-km-76

IA-Reno
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/21/2021 23:59 1.7498 1.7548 • SLC-TSO-UCT-UT-31840 201/22/2021 11:00 1.7498 1.7548 9.0040 9.0040 1.7870 1.7920 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/21/2021 23:59 1.8185 1.8235 1.6000 2.2400 2.6400 • LV-HFC-Unev-AZ-topt-200 019901/21/2021 23:59 1.8185 1.8235 1.6030 2.2430 2.6430 • LV-HFC-Unev-NV-200003 701/21/2021 23:59 1.8185 1.8235 1.6000 2.2400 2.6400 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/22/2021 23:59 1.7617 1.7667 • SLC-TSO-UCT-UT-31840 201/22/2021 23:59 1.7617 1.7667 9.0040 9.0040 1.7993 1.8043 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/22/2021 23:59 1.7617 1.7667 • SLC-TSO-UCT-UT-31840 201/23/2021 00:00 1.7617 1.7667 9.0040 9.0040 1.7993 1.8043 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/22/2021 23:59 1.7617 1.7667 • SLC-TSO-UCT-UT-31840 201/25/2021 11:00 1.7617 1.7667 9.0040 9.0040 1.7993 1.8043 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/22/2021 23:59 1.8189 1.8239 1.6200 2.2600 2.6600 • LV-HFC-Unev-AZ-topt-200 019901/22/2021 23:59 1.8189 1.8239 1.6230 2.2630 2.6630 • LV-HFC-Unev-NV-200003 701/22/2021 23:59 1.8189 1.8239 1.6200 2.2600 2.6600 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/23/2021 23:59 1.8107 1.8157 1.6200 2.2600 2.6600 • LV-HFC-Unev-AZ-topt-200 019901/23/2021 23:59 1.8107 1.8157 1.6230 2.2630 2.6630 • LV-HFC-Unev-NV-200003 701/23/2021 23:59 1.8107 1.8157 1.6200 2.2600 2.6600 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/25/2021 23:59 1.7762 1.7812 • SLC-TSO-UCT-UT-31840 201/25/2021 23:59 1.7762 1.7812 9.0040 9.0040 1.8167 1.8217 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/25/2021 23:59 1.7762 1.7812 • SLC-TSO-UCT-UT-31840 201/26/2021 00:00 1.7762 1.7812 9.0040 9.0040 1.8167 1.8217 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/25/2021 23:59 1.7762 1.7812 • SLC-TSO-UCT-UT-31840 201/26/2021 11:00 1.7762 1.7812 9.0040 9.0040 1.8167 1.8217 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/25/2021 23:59 1.8107 1.8157 1.6400 2.2800 2.6800 • LV-HFC-Unev-AZ-topt-200 019901/25/2021 23:59 1.8107 1.8157 1.6430 2.2830 2.6830 • LV-HFC-Unev-NV-200003 701/25/2021 23:59 1.8107 1.8157 1.6400 2.2800 2.6800 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/26/2021 23:59 1.7879 1.7929 • SLC-TSO-UCT-UT-31840 201/26/2021 23:59 1.7879 1.7929 9.0040 9.0040 1.8278 1.8328 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/26/2021 23:59 1.7879 1.7929 • SLC-TSO-UCT-UT-31840 201/27/2021 00:00 1.7879 1.7929 9.0040 9.0040 1.8278 1.8328 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/26/2021 23:59 1.7879 1.7929 • SLC-TSO-UCT-UT-31840 201/27/2021 11:00 1.7879 1.7929 9.0040 9.0040 1.8278 1.8328 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/26/2021 23:59 1.8359 1.8409 1.6600 2.3000 2.7000 • LV-HFC-Unev-AZ-topt-200 019901/26/2021 23:59 1.8359 1.8409 1.6630 2.3030 2.7030 • LV-HFC-Unev-NV-200003 701/26/2021 23:59 1.8359 1.8409 1.6600 2.3000 2.7000 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/27/2021 23:59 1.7951 1.8001 • SLC-TSO-UCT-UT-31840 201/27/2021 23:59 1.7951 1.8001 9.0040 9.0040 1.8384 1.8434 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/27/2021 23:59 1.7951 1.8001 • SLC-TSO-UCT-UT-31840 201/28/2021 00:00 1.7951 1.8001 9.0040 9.0040 1.8384 1.8434 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/27/2021 23:59 1.7951 1.8001 • SLC-TSO-UCT-UT-31840 201/28/2021 11:00 1.7951 1.8001 9.0040 9.0040 1.8384 1.8434 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/27/2021 23:59 1.7951 1.8001 • SLC-TSO-UCT-UT-31840 201/28/2021 12:00 1.7951 1.8001 9.0040 9.0040 1.8384 1.8434 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/27/2021 23:59 1.8388 1.8438 1.6600 2.3000 2.7000 • LV-HFC-Unev-AZ-topt-200 019901/27/2021 23:59 1.8388 1.8438 1.6630 2.3030 2.7030 • LV-HFC-Unev-NV-200003 701/27/2021 23:59 1.8388 1.8438 1.6600 2.3000 2.7000 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/28/2021 23:59 1.8040 1.8090 • SLC-TSO-UCT-UT-31840 201/28/2021 23:59 1.8040 1.8090 9.0031 9.0031 1.8498 1.8548 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/28/2021 23:59 1.8040 1.8090 • SLC-TSO-UCT-UT-31840 201/29/2021 00:00 1.8040 1.8090 9.0031 9.0031 1.8498 1.8548 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/28/2021 23:59 1.8040 1.8090 • SLC-TSO-UCT-UT-31840 201/29/2021 11:00 1.8040 1.8090 9.0031 9.0031 1.8498 1.8548 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/28/2021 23:59 1.8524 1.8574 1.6400 2.2800 2.6800 • LV-HFC-Unev-AZ-topt-200 019901/28/2021 23:59 1.8524 1.8574 1.6430 2.2830 2.6830 • LV-HFC-Unev-NV-200003 701/28/2021 23:59 1.8524 1.8574 1.6400 2.2800 2.6800 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/29/2021 23:59 1.8087 1.8137 • SLC-TSO-UCT-UT-31840 201/29/2021 23:59 1.8087 1.8137 9.0031 9.0031 1.8474 1.8524 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/29/2021 23:59 1.8087 1.8137 • SLC-TSO-UCT-UT-31840 201/30/2021 00:00 1.8087 1.8137 9.0031 9.0031 1.8474 1.8524 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/29/2021 23:59 1.8087 1.8137 • SLC-TSO-UCT-UT-31840 202/01/2021 11:00 1.8087 1.8137 9.0031 9.0031 1.8474 1.8524 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 601/29/2021 23:59 1.8087 1.8137 • SLC-TSO-UCT-UT-31840 202/01/2021 15:30 1.8087 1.8137 9.0031 9.0031 1.8474 1.8524 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/29/2021 23:59 1.8581 1.8631 1.6400 2.2800 2.6800 • LV-HFC-Unev-AZ-topt-200 019901/29/2021 23:59 1.8581 1.8631 1.6430 2.2830 2.6830 • LV-HFC-Unev-NV-200003 701/29/2021 23:59 1.8581 1.8631 1.6400 2.2800 2.6800 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/30/2021 23:59 1.8652 1.8702 1.6400 2.2800 2.6800 • LV-HFC-Unev-AZ-topt-200 019901/30/2021 23:59 1.8652 1.8702 1.6430 2.2830 2.6830 • LV-HFC-Unev-NV-200003 701/30/2021 23:59 1.8652 1.8702 1.6400 2.2800 2.6800 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/01/2021 23:59 1.8206 1.8256 • SLC-TSO-UCT-UT-31840 202/01/2021 23:59 1.8206 1.8256 9.0031 9.0031 1.8771 1.8821 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/01/2021 23:59 1.8206 1.8256 • SLC-TSO-UCT-UT-31840 202/02/2021 00:00 1.8206 1.8256 9.0031 9.0031 1.8771 1.8821 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/01/2021 23:59 1.8206 1.8256 • SLC-TSO-UCT-UT-31840 202/02/2021 11:00 1.8206 1.8256 9.0031 9.0031 1.8771 1.8821 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/01/2021 23:59 1.8652 1.8702 1.6600 2.3000 2.7000 • LV-HFC-Unev-AZ-topt-200 019902/01/2021 23:59 1.8652 1.8702 1.6630 2.3030 2.7030 • LV-HFC-Unev-NV-200003 702/01/2021 23:59 1.8652 1.8702 1.6600 2.3000 2.7000 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/02/2021 23:59 1.8356 1.8406 • SLC-TSO-UCT-UT-31840 202/02/2021 23:59 1.8356 1.8406 9.0031 9.0031 1.8920 1.8970 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/02/2021 23:59 1.8356 1.8406 • SLC-TSO-UCT-UT-31840 202/03/2021 00:00 1.8356 1.8406 9.0031 9.0031 1.8920 1.8970 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/02/2021 23:59 1.8356 1.8406 • SLC-TSO-UCT-UT-31840 202/03/2021 11:00 1.8356 1.8406 9.0031 9.0031 1.8920 1.8970 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/02/2021 23:59 1.9115 1.9165 1.6700 2.3100 2.7100 • LV-HFC-Unev-AZ-topt-200 019902/02/2021 23:59 1.9115 1.9165 1.6730 2.3130 2.7130 • LV-HFC-Unev-NV-200003 702/02/2021 23:59 1.9115 1.9165 1.6700 2.3100 2.7100 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/03/2021 23:59 1.8513 1.8563 • SLC-TSO-UCT-UT-31840 202/03/2021 23:59 1.8513 1.8563 9.0031 9.0031 1.8945 1.8995 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/03/2021 23:59 1.8513 1.8563 • SLC-TSO-UCT-UT-31840 202/04/2021 00:00 1.8513 1.8563 9.0031 9.0031 1.8945 1.8995 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/03/2021 23:59 1.8513 1.8563 • SLC-TSO-UCT-UT-31840 202/04/2021 08:30 1.8513 1.8563 9.0031 9.0031 1.8945 1.8995 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/03/2021 23:59 1.8513 1.8563 • SLC-TSO-UCT-UT-31840 202/04/2021 11:00 1.8513 1.8563 9.0031 9.0031 1.8945 1.8995 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/03/2021 23:59 1.9435 1.9485 1.6850 2.3250 2.7250 • LV-HFC-Unev-AZ-topt-200 019902/03/2021 23:59 1.9435 1.9485 1.6880 2.3280 2.7280 • LV-HFC-Unev-NV-200003 702/03/2021 23:59 1.9435 1.9485 1.6850 2.3250 2.7250 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/04/2021 08:30 1.9435 1.9485 1.7100 2.3500 2.7500 • LV-HFC-Unev-AZ-topt-200 019902/04/2021 08:30 1.9435 1.9485 1.7130 2.3530 2.7530 • LV-HFC-Unev-NV-200003 702/04/2021 08:30 1.9435 1.9485 1.7100 2.3500 2.7500 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/04/2021 23:59 1.8506 1.8556 • SLC-TSO-UCT-UT-31840 202/04/2021 23:59 1.8506 1.8556 9.0025 9.0025 1.8866 1.8916 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/04/2021 23:59 1.8506 1.8556 • SLC-TSO-UCT-UT-31840 202/05/2021 00:00 1.8506 1.8556 9.0025 9.0025 1.8866 1.8916 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/04/2021 23:59 1.8506 1.8556 • SLC-TSO-UCT-UT-31840 202/05/2021 11:00 1.8506 1.8556 9.0025 9.0025 1.8866 1.8916 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/04/2021 23:59 1.9660 1.9710 1.7200 2.3600 2.7600 • LV-HFC-Unev-AZ-topt-200 019902/04/2021 23:59 1.9660 1.9710 1.7230 2.3630 2.7630 • LV-HFC-Unev-NV-200003 702/04/2021 23:59 1.9660 1.9710 1.7200 2.3600 2.7600 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/05/2021 23:59 1.8513 1.8563 • SLC-TSO-UCT-UT-31840 202/05/2021 23:59 1.8513 1.8563 9.0025 9.0025 1.8915 1.8965 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/05/2021 23:59 1.8513 1.8563 • SLC-TSO-UCT-UT-31840 202/06/2021 00:00 1.8513 1.8563 9.0025 9.0025 1.8915 1.8965 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/05/2021 23:59 1.8513 1.8563 • SLC-TSO-UCT-UT-31840 202/08/2021 09:00 1.8513 1.8563 9.0025 9.0025 1.8915 1.8965 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/05/2021 23:59 1.8513 1.8563 • SLC-TSO-UCT-UT-31840 202/08/2021 12:30 1.8513 1.8563 9.0025 9.0025 1.8915 1.8965 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/05/2021 23:59 1.9803 1.9853 1.7550 2.3950 2.7950 • LV-HFC-Unev-AZ-topt-200 019902/05/2021 23:59 1.9803 1.9853 1.7580 2.3980 2.7980 • LV-HFC-Unev-NV-200003 702/05/2021 23:59 1.9803 1.9853 1.7550 2.3950 2.7950 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/06/2021 23:59 1.9975 2.0025 1.7550 2.3950 2.7950 • LV-HFC-Unev-AZ-topt-200 019902/06/2021 23:59 1.9975 2.0025 1.7580 2.3980 2.7980 • LV-HFC-Unev-NV-200003 702/06/2021 23:59 1.9975 2.0025 1.7550 2.3950 2.7950 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/08/2021 23:59 1.8591 1.8641 • SLC-TSO-UCT-UT-31840 202/08/2021 23:59 1.8591 1.8641 9.0025 9.0025 1.9064 1.9114 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/08/2021 23:59 1.8591 1.8641 • SLC-TSO-UCT-UT-31840 202/09/2021 00:00 1.8591 1.8641 9.0025 9.0025 1.9064 1.9114 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/08/2021 23:59 1.8591 1.8641 • SLC-TSO-UCT-UT-31840 202/09/2021 11:00 1.8591 1.8641 9.0025 9.0025 1.9064 1.9114 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/08/2021 23:59 1.9975 2.0025 1.7550 2.3950 2.7950 • LV-HFC-Unev-AZ-topt-200 019902/08/2021 23:59 1.9975 2.0025 1.7580 2.3980 2.7980 • LV-HFC-Unev-NV-200003 702/08/2021 23:59 1.9975 2.0025 1.7550 2.3950 2.7950 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/08/2021 23:59 1.9975 2.0025 1.7950 2.4350 2.8350 • LV-HFC-Unev-AZ-topt-200 019902/08/2021 23:59 1.9975 2.0025 1.7980 2.4380 2.8380 • LV-HFC-Unev-NV-200003 702/08/2021 23:59 1.9975 2.0025 1.7950 2.4350 2.8350 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/09/2021 23:59 1.8703 1.8753 • SLC-TSO-UCT-UT-31840 202/09/2021 23:59 1.8703 1.8753 9.0025 9.0025 1.9089 1.9139 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/09/2021 23:59 1.8703 1.8753 • SLC-TSO-UCT-UT-31840 202/10/2021 00:00 1.8703 1.8753 9.0025 9.0025 1.9089 1.9139 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/09/2021 23:59 1.8703 1.8753 • SLC-TSO-UCT-UT-31840 202/10/2021 11:00 1.8703 1.8753 9.0025 9.0025 1.9089 1.9139 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/09/2021 23:59 2.0254 2.0304 1.7700 2.4500 2.8500 • LV-HFC-Unev-AZ-topt-200 019902/09/2021 23:59 2.0254 2.0304 1.7730 2.4530 2.8530 • LV-HFC-Unev-NV-200003 702/09/2021 23:59 2.0254 2.0304 1.7700 2.4500 2.8500 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/10/2021 23:59 1.8737 1.8787 • SLC-TSO-UCT-UT-31840 202/10/2021 23:59 1.8737 1.8787 9.0025 9.0025 1.9113 1.9163 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/10/2021 23:59 1.8737 1.8787 • SLC-TSO-UCT-UT-31840 202/11/2021 11:00 1.8737 1.8787 9.0025 9.0025 1.9113 1.9163 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/10/2021 23:59 2.0304 2.0354 1.7600 2.4500 2.8500 • LV-HFC-Unev-AZ-topt-200 019902/10/2021 23:59 2.0304 2.0354 1.7630 2.4530 2.8530 • LV-HFC-Unev-NV-200003 702/10/2021 23:59 2.0304 2.0354 1.7600 2.4500 2.8500 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/11/2021 23:59 1.8761 1.8811 • SLC-TSO-UCT-UT-31840 202/11/2021 23:59 1.8761 1.8811 9.0025 9.0025 1.9114 1.9164 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/11/2021 23:59 1.8761 1.8811 • SLC-TSO-UCT-UT-31840 202/12/2021 10:00 1.8761 1.8811 9.0025 9.0025 1.9114 1.9164 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/11/2021 23:59 2.0291 2.0341 1.7600 2.4500 2.8500 • LV-HFC-Unev-AZ-topt-200 019902/11/2021 23:59 2.0291 2.0341 1.7630 2.4530 2.8530 • LV-HFC-Unev-NV-200003 702/11/2021 23:59 2.0291 2.0341 1.7600 2.4500 2.8500 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/12/2021 00:00 2.0291 2.0341 1.7600 2.4500 2.8500 • LV-HFC-Unev-AZ-topt-200 019902/12/2021 00:00 2.0291 2.0341 1.7630 2.4530 2.8530 • LV-HFC-Unev-NV-200003 702/12/2021 00:00 2.0291 2.0341 1.7600 2.4500 2.8500 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/12/2021 23:59 1.8842 1.8892 • SLC-TSO-UCT-UT-31840 202/12/2021 23:59 1.8842 1.8892 9.0025 9.0025 1.9277 1.9327 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/12/2021 23:59 1.8842 1.8892 • SLC-TSO-UCT-UT-31840 202/15/2021 10:00 1.8842 1.8892 9.0025 9.0025 1.9277 1.9327 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/12/2021 23:59 1.8842 1.8892 • SLC-TSO-UCT-UT-31840 202/15/2021 11:00 1.8842 1.8892 9.0025 9.0025 1.9277 1.9327 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/13/2021 00:00 2.0207 2.0257 1.7600 2.4500 2.8500 • LV-HFC-Unev-AZ-topt-200 019902/13/2021 00:00 2.0207 2.0257 1.7630 2.4530 2.8530 • LV-HFC-Unev-NV-200003 702/13/2021 00:00 2.0207 2.0257 1.7600 2.4500 2.8500 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/13/2021 23:59 2.0626 2.0676 1.7600 2.4500 2.8500 • LV-HFC-Unev-AZ-topt-200 019902/13/2021 23:59 2.0626 2.0676 1.7630 2.4530 2.8530 • LV-HFC-Unev-NV-200003 702/13/2021 23:59 2.0626 2.0676 1.7600 2.4500 2.8500 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/15/2021 23:59 1.9041 1.9091 • SLC-TSO-UCT-UT-31840 202/15/2021 23:59 1.9041 1.9091 9.0025 9.0025 1.9500 1.9550 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/15/2021 23:59 1.9041 1.9091 • SLC-TSO-UCT-UT-31840 202/16/2021 00:00 1.9041 1.9091 9.0025 9.0025 1.9500 1.9550 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/15/2021 23:59 1.9041 1.9091 • SLC-TSO-UCT-UT-31840 202/16/2021 11:00 1.9041 1.9091 9.0025 9.0025 1.9500 1.9550 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/15/2021 23:59 1.9041 1.9091 • SLC-TSO-UCT-UT-31840 202/16/2021 15:00 1.9041 1.9091 9.0025 9.0025 1.9500 1.9550 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/15/2021 23:59 2.0626 2.0676 1.7600 2.4500 2.8500 • LV-HFC-Unev-AZ-topt-200 019902/15/2021 23:59 2.0626 2.0676 1.7630 2.4530 2.8530 • LV-HFC-Unev-NV-200003 702/15/2021 23:59 2.0626 2.0676 1.7600 2.4500 2.8500 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/16/2021 23:59 1.9098 1.9148 • SLC-TSO-UCT-UT-31840 202/16/2021 23:59 1.9098 1.9148 9.0025 9.0025 1.9592 1.9642 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/16/2021 23:59 1.9098 1.9148 • SLC-TSO-UCT-UT-31840 202/17/2021 00:00 1.9098 1.9148 9.0025 9.0025 1.9592 1.9642 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 802/16/2021 23:59 2.0669 2.0719 1.8150 1.9150 2.0150 • LV-HFC-Unev-AZ-topt-200 019902/16/2021 23:59 2.0669 2.0719 1.8180 1.9180 2.0180 • LV-HFC-Unev-NV-200003 702/16/2021 23:59 2.0669 2.0719 1.8150 1.9150 2.0150 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 602/16/2021 23:59 1.9098 1.9148 • SLC-TSO-UCT-UT-31840 202/17/2021 11:00 1.9098 1.9148 9.0025 9.0025 1.9592 1.9642 TSO-SLC-ub • SLC-TSO-U-NV-306135
