terminal_code
Flint Hills-PHX
SilverE-Evstn-UT
HFC-Grand Jct-Rack
HFC-Grand Junct
Suncor-GrandJ
Chv-LV-B-unev
TSO-LV-km
XOM-LV-U
HFC-PHX-km
Sunoco-PHX
TSO-PHX-cj
TSO-PHX-km
SilverE-SLC
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 612/31/2020 23:59 1.5646 1.5696 • SLC-TSO-UCT-UT-31840 212/31/2020 23:59 1.5646 1.5696 9.0050 9.0050 1.6080 1.6130 TSO-SLC-ub • SLC-TSO-U-NV-306135
Valero-Sparks
• SLC-TSO-U-UT-305666
HFC-Tucson-hep
TSO-Tucson
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-AZ-topt-200 019912/31/2020 23:59 1.7728 1.7778 0.0230 3.0130 3.4030 • LV-HFC-Unev-NV-200003 712/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-UT-58409
Valero-Sparks-ct
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-AZ-topt-200 019901/01/2021 00:00 1.7728 1.7778 1.4080 2.0880 2.4880 • LV-HFC-Unev-NV-200003 701/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-UT-58409
IA-LV
Alon-PHX • PHX-Alon-caljet-23002
IA-PHX
• PHX-Alon-km-76

IA-Reno
• SLC-MPC-UCT-NV-31839 605/18/2024 00:00 2.5626 2.5676 2.8600 • SLC-MPC-UCT-UT-31840 205/18/2024 23:59 2.5626 2.5676 2.6121 2.5965 2.5879 2.5929 2.5100 2.8600 MPC-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/17/2024 23:59 2.3986 2.4036 2.7000 2.8200 2.9800 • LV-HFC-unev-UT-200003 905/17/2024 23:59 2.3986 2.7000 2.8200 2.9800 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/17/2024 23:59 2.3986 2.7000 2.8200 2.9800 HFC-LV-unev-FirstA
Chv-SLC-uct • SLC-Chv-DD-UT-845353505/17/2024 23:59 2.6089 2.6139 3.2145 3.2195 • SLC-Chv-NV-8345430
"HFC-SLC • SLC-HFC-DD-P66-UT-200 042405/17/2024 18:00 2.6525 2.6575 3.1630 Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID • SLC-HFC-DD-UT-200042 405/17/2024 18:00 2.6525 2.6575 2.8869 MPC-SLC-dsl-ct • SLC-MPC-ct-NV-578037"
Chv-SLC-uct • SLC-Chv-DD-UT-845353505/18/2024 23:59 2.6078 2.6128 3.1901 3.1951 • SLC-Chv-NV-8345430
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/20/2024 00:00 2.4532 2.4582 2.7000 2.8200 2.9800 • LV-HFC-unev-UT-200003 905/20/2024 00:00 2.4532 2.7000 2.8200 2.9800 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/20/2024 00:00 2.4532 2.7000 2.8200 2.9800 HFC-LV-unev-FirstA
• SLC-MPC-UCT-NV-31839 605/20/2024 23:59 2.5615 2.5665 2.8600 • SLC-MPC-UCT-UT-31840 205/20/2024 23:59 2.5615 2.5665 2.6110 2.5965 2.5879 2.5929 2.5100 2.8600 MPC-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/20/2024 23:59 2.4532 2.4582 2.7000 2.7800 2.9800 • LV-HFC-unev-UT-200003 905/20/2024 23:59 2.4532 2.7000 2.7800 2.9800 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/20/2024 23:59 2.4532 2.7000 2.7800 2.9800 HFC-LV-unev-FirstA
Chv-SLC-uct • SLC-Chv-DD-UT-845353505/20/2024 23:59 2.6078 2.6128 3.1901 3.1951 • SLC-Chv-NV-8345430
"HFC-SLC • SLC-HFC-DD-P66-UT-200 042405/20/2024 18:00 2.6405 2.6455 3.1630 Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID • SLC-HFC-DD-UT-200042 405/20/2024 18:00 2.6405 2.6455 2.8869 MPC-SLC-dsl-ct • SLC-MPC-ct-NV-578037"
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/21/2024 00:00 2.4591 2.4641 2.7000 2.7800 2.9800 • LV-HFC-unev-UT-200003 905/21/2024 00:00 2.4591 2.7000 2.7800 2.9800 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/21/2024 00:00 2.4591 2.4641 2.7049 2.7849 2.9849 • LV-HFC-unev-UT-200003 905/21/2024 00:00 2.4591 2.7049 2.7849 2.9849 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/21/2024 00:00 2.4591 2.7000 2.7800 2.9800 HFC-LV-unev-FirstA
• LV-HFC-Unev-UT-topt-200 020005/21/2024 00:00 2.4591 2.7089 2.7889 2.9849 HFC-LV-unev-FirstA
"Valero-Sparks-ct • Sparks-VLO-ct-NV-57542505/21/2024 23:59 2.6945 9.0000 2.9335 • Sparks-VLO-DeliveredCt2- NV-58884105/21/2024 23:59 2.6945 2.9335 Utah Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID Chv-SLC-B"
• SLC-MPC-UCT-NV-31839 605/21/2024 23:59 2.5565 2.5615 2.8300 • SLC-MPC-UCT-UT-31840 205/21/2024 23:59 2.5565 2.5615 2.6060 2.5915 2.5752 2.5802 2.4800 2.8300 MPC-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/21/2024 23:59 2.4591 2.4641 2.7020 2.7820 2.9820 • LV-HFC-unev-UT-200003 905/21/2024 23:59 2.4591 2.7020 2.7820 2.9820 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/21/2024 23:59 2.4591 2.7060 2.7860 2.9820 HFC-LV-unev-FirstA
Chv-SLC-uct • SLC-Chv-DD-UT-845353505/21/2024 23:59 2.6027 2.6077 3.1895 3.1945 • SLC-Chv-NV-8345430
"HFC-SLC • SLC-HFC-DD-P66-UT-200 042405/21/2024 18:00 2.6405 2.6455 3.1630 2.4922 Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID • SLC-HFC-DD-UT-200042 405/21/2024 18:00 2.6405 2.6455 2.4922 2.8515 MPC-SLC-dsl-ct • SLC-MPC-ct-NV-578037"
"HFC-SLC • SLC-HFC-DD-P66-UT-200 042405/21/2024 18:00 2.6405 2.6455 3.1630 Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID • SLC-HFC-DD-UT-200042 405/21/2024 18:00 2.6405 2.6455 2.8515 MPC-SLC-dsl-ct • SLC-MPC-ct-NV-578037"
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/22/2024 00:00 2.4661 2.4711 2.7020 2.6800 2.8800 • LV-HFC-unev-UT-200003 905/22/2024 00:00 2.4661 2.7020 2.6800 2.8800 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/22/2024 00:00 2.4661 2.4711 2.7020 2.7820 2.9820 • LV-HFC-unev-UT-200003 905/22/2024 00:00 2.4661 2.7020 2.7820 2.9820 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/22/2024 00:00 2.4661 2.7060 2.6800 2.8800 HFC-LV-unev-FirstA
• LV-HFC-Unev-UT-topt-200 020005/22/2024 00:00 2.4661 2.7060 2.7860 2.9820 HFC-LV-unev-FirstA
Chv-SLC-uct • SLC-Chv-DD-UT-845353505/22/2024 09:30 2.5384 2.5434 3.1120 3.1170 • SLC-Chv-NV-8345430
"Valero-Sparks-ct • Sparks-VLO-ct-NV-57542505/22/2024 23:59 2.6940 9.0000 2.9330 • Sparks-VLO-DeliveredCt2- NV-58884105/22/2024 23:59 2.6940 2.9330 Utah Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID Chv-SLC-B"
• SLC-MPC-UCT-NV-31839 605/22/2024 23:59 2.5344 2.5394 2.8100 • SLC-MPC-UCT-UT-31840 205/22/2024 23:59 2.5344 2.5394 2.5839 2.5694 2.5715 2.5765 2.4342 2.8100 MPC-SLC-ub • SLC-MPC-U-NV-306135
• SLC-MPC-UCT-NV-31839 605/23/2024 00:00 2.5344 2.5394 2.8100 • SLC-MPC-UCT-UT-31840 205/23/2024 00:00 2.5344 2.5394 2.5839 2.5694 2.5715 2.5765 2.4342 2.8100 MPC-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/22/2024 23:59 2.4661 2.4711 2.6155 2.7455 2.9455 • LV-HFC-unev-UT-200003 905/22/2024 23:59 2.4661 2.6155 2.7455 2.9455 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/22/2024 23:59 2.4661 2.6195 2.7495 2.9455 HFC-LV-unev-FirstA
Chv-SLC-uct • SLC-Chv-DD-UT-845353505/22/2024 23:59 2.5384 2.5434 3.1120 3.1170 • SLC-Chv-NV-8345430
Chv-SLC-uct • SLC-Chv-DD-UT-845353505/22/2024 23:59 2.5409 2.5459 3.1145 3.1195 • SLC-Chv-NV-8345430
"HFC-SLC • SLC-HFC-DD-P66-UT-200 042405/22/2024 18:00 2.6064 2.6114 3.1130 2.4603 Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID • SLC-HFC-DD-UT-200042 405/22/2024 18:00 2.6064 2.6114 2.4603 2.8212 MPC-SLC-dsl-ct • SLC-MPC-ct-NV-578037"
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/23/2024 00:00 2.4818 2.4868 2.5500 2.6800 2.8800 • LV-HFC-unev-UT-200003 905/23/2024 00:00 2.4818 2.5500 2.6800 2.8800 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/23/2024 00:00 2.4818 2.4868 2.6155 2.7455 2.9455 • LV-HFC-unev-UT-200003 905/23/2024 00:00 2.4818 2.6155 2.7455 2.9455 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/23/2024 00:00 2.4818 2.5500 2.6800 2.8800 HFC-LV-unev-FirstA
• LV-HFC-Unev-UT-topt-200 020005/23/2024 00:00 2.4818 2.6195 2.7495 2.9455 HFC-LV-unev-FirstA
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/23/2024 18:00 2.5518 2.5568 2.4800 2.5800 2.7700 • LV-HFC-unev-UT-200003 905/23/2024 18:00 2.5518 2.4800 2.5800 2.7700 • LV-HFC-Unev-UT-58409
"Valero-Sparks-ct • Sparks-VLO-ct-NV-57542505/23/2024 23:59 2.7567 9.0000 2.9722 • Sparks-VLO-DeliveredCt2- NV-58884105/23/2024 23:59 2.7567 2.9722 Utah Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID Chv-SLC-B"
• SLC-MPC-UCT-NV-31839 605/23/2024 23:59 2.5016 2.5066 2.7700 • SLC-MPC-UCT-UT-31840 205/23/2024 23:59 2.5016 2.5066 2.5511 2.5366 2.5461 2.5511 2.4004 2.7700 MPC-SLC-ub • SLC-MPC-U-NV-306135
• SLC-MPC-UCT-NV-31839 605/24/2024 00:00 2.5016 2.5066 2.7700 • SLC-MPC-UCT-UT-31840 205/24/2024 00:00 2.5016 2.5066 2.5511 2.5366 2.5461 2.5511 2.4004 2.7700 MPC-SLC-ub • SLC-MPC-U-NV-306135
• LV-HFC-Unev-UT-topt-200 020005/23/2024 18:00 2.5518 2.4800 2.5800 2.7700 HFC-LV-unev-FirstA
Chv-SLC-uct • SLC-Chv-DD-UT-845353505/23/2024 23:59 2.5124 2.5174 3.0758 3.0808 • SLC-Chv-NV-8345430
"HFC-SLC • SLC-HFC-DD-P66-UT-200 042405/23/2024 18:00 2.5662 2.5712 3.0330 2.4115 Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID • SLC-HFC-DD-UT-200042 405/23/2024 18:00 2.5662 2.5712 2.4115 2.7708 MPC-SLC-dsl-ct • SLC-MPC-ct-NV-578037"
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/24/2024 00:00 2.5518 2.5568 2.5100 2.6100 2.8000 • LV-HFC-unev-UT-200003 905/24/2024 00:00 2.5518 2.5100 2.6100 2.8000 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/24/2024 00:00 2.5518 2.5100 2.6100 2.8000 HFC-LV-unev-FirstA
"Valero-Sparks-ct • Sparks-VLO-ct-NV-57542505/24/2024 23:59 2.7885 9.0000 2.9705 • Sparks-VLO-DeliveredCt2- NV-58884105/24/2024 23:59 2.7885 2.9705 Utah Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID Chv-SLC-B"
• SLC-MPC-UCT-NV-31839 605/25/2024 00:00 2.4789 2.4839 2.7600 • SLC-MPC-UCT-UT-31840 205/25/2024 00:00 2.4789 2.4839 2.5284 2.5139 2.5077 2.5127 2.3616 2.7600 MPC-SLC-ub • SLC-MPC-U-NV-306135
• SLC-MPC-UCT-NV-31839 605/27/2024 23:59 2.4585 2.4635 2.7400 • SLC-MPC-UCT-UT-31840 205/27/2024 23:59 2.4585 2.4635 2.5080 2.4935 2.4859 2.4909 2.3566 2.7400 MPC-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/24/2024 23:59 2.5518 2.5568 2.6249 2.7249 2.9149 • LV-HFC-unev-UT-200003 905/24/2024 23:59 2.5518 2.6249 2.7249 2.9149 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/24/2024 23:59 2.5518 2.6289 2.7289 2.9149 HFC-LV-unev-FirstA
• LV-HFC-Unev-UT-topt-200 020005/25/2024 00:00 2.5518 2.5400 2.6400 2.8300 HFC-LV-unev-FirstA
Chv-SLC-uct • SLC-Chv-DD-UT-845353505/24/2024 23:59 2.4896 2.4946 3.0569 3.0619 • SLC-Chv-NV-8345430
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/25/2024 00:00 2.5518 2.5568 2.5400 2.6400 2.8300 • LV-HFC-unev-UT-200003 905/25/2024 00:00 2.5518 2.5400 2.6400 2.8300 • LV-HFC-Unev-UT-58409
"HFC-SLC • SLC-HFC-DD-P66-UT-200 042405/24/2024 18:00 2.5502 2.5552 3.0330 2.4115 Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID • SLC-HFC-DD-UT-200042 405/24/2024 18:00 2.5502 2.5552 2.4115 2.7708 MPC-SLC-dsl-ct • SLC-MPC-ct-NV-578037"
Chv-SLC-uct • SLC-Chv-DD-UT-845353505/27/2024 23:59 2.4689 2.4739 3.0497 3.0547 • SLC-Chv-NV-8345430
"HFC-SLC • SLC-HFC-DD-P66-UT-200 042405/27/2024 18:00 2.5341 2.5391 3.0330 2.4115 Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 88-MID • SLC-HFC-DD-UT-200042 405/27/2024 18:00 2.5341 2.5391 2.4115 2.7708 MPC-SLC-dsl-ct • SLC-MPC-ct-NV-578037"
BigWest-LV
HFC-LV-unev • LV-HFC-Unev-NV-200003 705/28/2024 00:00 2.5585 2.5635 2.5400 2.6400 2.8300 • LV-HFC-unev-UT-200003 905/28/2024 00:00 2.5585 2.5400 2.6400 2.8300 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020005/28/2024 00:00 2.5585 2.5400 2.6400 2.8300 HFC-LV-unev-FirstA
BHA-PHX
US Oil-LV
HFC-PHX-cj • PHX-HFC-caljet-338407
• PHX-HFC-caljet-CBG-328 40705/28/2024 18:00 2.5400 2.5450 2.6300 HFC-PHX-km
"Utah Salt Lake City, UT Effective TimeC-ULSD2 D-ULSD2C-ULSD2 -W-MtnFD-ULSD2 -W-MtnFC-ULSD1 D-ULSD1C-ULSD2 -MtnFD-ULSD2 -MtnF85-E10 91-E10 BigWest-SLC"
• SLC-MPC-UCT-UT-31840 205/28/2024 23:59 2.4551 2.4601 2.5046 2.4901 2.4739 2.4789 2.3566 2.7400 SilverE-SLC
• SLC-MPC-UCT-UT-31840 205/29/2024 00:00 2.4551 2.4601 2.5046 2.4901 2.4739 2.4789 2.3566 2.7400 SilverE-SLC
• SLC-MPC-UCT-UT-31840 205/29/2024 23:59 2.4610 2.4660 2.5105 2.4960 2.4659 2.4709 2.3646 2.7600 SilverE-SLC
• SLC-MPC-UCT-UT-31840 205/30/2024 00:00 2.4610 2.4660 2.5105 2.4960 2.4659 2.4709 2.3646 2.7600 SilverE-SLC
US Oil-Tucson
PBF-Las Vegas-ct-KM
Valero-LV-KM dsl-ct
MPC-SLC-dsl-ct • SLC-MPC-ct-NV-578037
MPC-Tucson-ct
• LV-HFC-Unev-NV-200003 705/28/2024 23:59 2.5585 2.5635 2.5600 2.6400 2.8300 • LV-HFC-unev-UT-200003 905/28/2024 23:59 2.5585 2.5600 2.8300 IA-LV
• LV-HFC-Unev-NV-200003 705/29/2024 00:00 2.6233 2.6283 2.5600 2.6400 2.8300 • LV-HFC-unev-UT-200003 905/29/2024 00:00 2.6233 2.5600 2.8300 IA-LV
• LV-HFC-Unev-NV-200003 705/29/2024 00:00 2.6233 2.6283 2.6449 2.7249 2.9149 • LV-HFC-unev-UT-200003 905/29/2024 00:00 2.6233 2.6449 2.9149 IA-LV
• PHX-HFC-caljet-CBG-328 40705/29/2024 00:00 2.5400 2.5450 2.6300 HFC-PHX-km
• LV-HFC-Unev-NV-200003 705/29/2024 23:59 2.6233 2.6283 2.5600 2.6400 2.8300 • LV-HFC-unev-UT-200003 905/29/2024 23:59 2.6233 2.5600 2.8300 IA-LV
• LV-HFC-Unev-NV-200003 705/30/2024 00:00 2.6175 2.6225 2.5544 2.6344 3.0267 • LV-HFC-unev-UT-200003 905/30/2024 00:00 2.6175 2.5544 3.0267 IA-LV
• PHX-HFC-caljet-CBG-328 40705/29/2024 18:00 2.5200 2.5250 2.6200 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40705/30/2024 00:00 2.5200 2.5250 2.6200 HFC-PHX-km
• LV-HFC-Unev-NV-200003 705/30/2024 23:59 2.6175 2.6225 2.5132 2.5932 3.0267 • LV-HFC-unev-UT-200003 905/30/2024 23:59 2.6175 2.5132 3.0267 IA-LV
• LV-HFC-Unev-NV-200003 705/31/2024 00:00 2.6226 2.6276 2.5132 2.5932 3.0267 • LV-HFC-unev-UT-200003 905/31/2024 00:00 2.6226 2.5132 3.0267 IA-LV
• PHX-HFC-caljet-CBG-328 40705/30/2024 18:00 2.5300 2.5350 2.5800 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 205/30/2024 23:59 2.4655 2.4705 2.5150 2.5005 2.4838 2.4888 2.3783 2.7600 SilverE-SLC
• SLC-MPC-UCT-UT-31840 205/31/2024 00:00 2.4655 2.4705 2.5150 2.5005 2.4838 2.4888 2.3783 2.7600 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40705/31/2024 00:00 2.5300 2.5350 2.5800 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40705/31/2024 18:00 2.5300 2.5350 2.5700 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/01/2024 00:00 2.4770 2.4820 2.5265 2.5120 2.4898 2.4948 2.3661 2.7400 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/01/2024 23:59 2.4770 2.4820 2.5265 2.5229 2.4898 2.4948 2.3661 2.7400 SilverE-SLC
• LV-HFC-Unev-NV-200003 705/31/2024 23:59 2.6226 2.6276 2.5712 2.6512 3.0267 • LV-HFC-unev-UT-200003 905/31/2024 23:59 2.6226 2.5712 3.0267 IA-LV
• LV-HFC-Unev-NV-200003 706/03/2024 00:00 2.6490 2.6540 2.5712 2.6512 3.0267 • LV-HFC-unev-UT-200003 906/03/2024 00:00 2.6490 2.5712 3.0267 IA-LV
• PHX-HFC-caljet-CBG-328 40706/03/2024 00:00 2.5300 2.5350 2.5700 HFC-PHX-km
• LV-HFC-Unev-NV-200003 706/03/2024 23:59 2.5854 2.5904 2.4350 2.5450 2.9867 • LV-HFC-unev-UT-200003 906/03/2024 23:59 2.5854 2.4350 2.9867 IA-LV
• LV-HFC-Unev-NV-200003 706/04/2024 00:00 2.5393 2.5443 2.4350 2.5450 2.9867 • LV-HFC-unev-UT-200003 906/04/2024 00:00 2.5393 2.4350 2.9867 IA-LV
• PHX-HFC-caljet-CBG-328 40706/03/2024 18:00 2.4700 2.4750 2.5000 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/03/2024 23:59 2.4954 2.5004 2.5449 2.5304 2.5092 2.5142 2.3461 2.7400 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/04/2024 10:00 2.5179 2.5229 2.5674 2.5529 2.5317 2.5367 2.3461 2.7400 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40706/04/2024 00:00 2.4700 2.4750 2.5000 HFC-PHX-km
• LV-HFC-Unev-NV-200003 706/04/2024 23:59 2.4896 2.4946 2.4121 2.5121 2.9567 • LV-HFC-unev-UT-200003 906/04/2024 23:59 2.4896 2.4121 2.9567 IA-LV
• LV-HFC-Unev-NV-200003 706/05/2024 00:00 2.4355 2.4405 2.4121 2.5121 2.9567 • LV-HFC-unev-UT-200003 906/05/2024 00:00 2.4355 2.4121 2.9567 IA-LV
• PHX-HFC-caljet-CBG-328 40706/04/2024 18:00 2.4200 2.4250 2.4800 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/04/2024 23:59 2.4907 2.4957 2.5402 2.5257 2.5267 2.5317 2.3004 2.7000 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40706/05/2024 00:00 2.4200 2.4250 2.4800 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/05/2024 18:00 2.4100 2.4150 2.4700 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/05/2024 23:59 2.4364 2.4414 2.4859 2.4714 2.4727 2.4777 2.2757 2.7000 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/06/2024 00:00 2.4564 2.4614 2.5059 2.4914 2.4927 2.4977 2.2757 2.7000 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/05/2024 23:59 2.4355 2.4405 2.3990 2.4990 2.9400 • LV-HFC-unev-UT-200003 906/05/2024 23:59 2.4355 2.3990 2.9400 IA-LV
• LV-HFC-Unev-NV-200003 706/06/2024 00:00 2.4356 2.4406 2.3990 2.4990 2.9400 • LV-HFC-unev-UT-200003 906/06/2024 00:00 2.4356 2.3990 2.9400 IA-LV
• PHX-HFC-caljet-CBG-328 40706/06/2024 00:00 2.4100 2.4150 2.4700 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/06/2024 18:00 2.4500 2.4550 2.4900 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/06/2024 23:59 2.4277 2.4327 2.4772 2.4627 2.4371 2.4421 2.2633 2.6675 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/07/2024 00:00 2.4277 2.4327 2.4772 2.4627 2.4371 2.4421 2.2633 2.6675 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/07/2024 00:00 2.4706 2.4756 2.4335 2.5335 2.6835 • LV-HFC-unev-UT-200003 906/07/2024 00:00 2.4706 2.4335 2.6835 IA-LV
• LV-HFC-unev-UT-200003 906/06/2024 23:59 2.4356 2.4335 2.6835 IA-LV
• PHX-HFC-caljet-CBG-328 40706/07/2024 00:00 2.4500 2.4550 2.4900 HFC-PHX-km
• LV-HFC-Unev-NV-200003 706/07/2024 23:59 2.4706 2.4756 2.3663 2.4663 2.6313 • LV-HFC-unev-UT-200003 906/07/2024 23:59 2.4706 2.3663 2.6313 IA-LV
• LV-HFC-Unev-NV-200003 706/10/2024 00:00 2.4669 2.4719 2.3663 2.4663 2.6313 • LV-HFC-unev-UT-200003 906/10/2024 00:00 2.4669 2.3663 2.6313 IA-LV
• PHX-HFC-caljet-CBG-328 40706/07/2024 18:00 2.4225 2.4275 2.4700 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/08/2024 00:00 2.4229 2.4279 2.4724 2.4579 2.4398 2.4448 2.2651 2.6740 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/08/2024 23:59 2.4229 2.4279 2.4724 2.4623 2.4398 2.4448 2.2651 2.6740 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40706/10/2024 00:00 2.4225 2.4275 2.4700 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/10/2024 18:00 2.5100 2.5150 2.4200 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/11/2024 00:00 2.4573 2.4623 2.5068 2.4923 2.4742 2.4792 2.2575 2.6518 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/10/2024 23:59 2.4669 2.4719 2.3863 2.4963 2.6613 • LV-HFC-unev-UT-200003 906/10/2024 23:59 2.4669 2.3863 2.6613 IA-LV
• LV-HFC-Unev-NV-200003 706/11/2024 00:00 2.4669 2.4719 2.3863 2.4963 2.6613 • LV-HFC-unev-UT-200003 906/11/2024 00:00 2.4669 2.3863 2.6613 IA-LV
• LV-HFC-Unev-NV-200003 706/11/2024 00:00 2.5167 2.5217 2.3863 2.4963 2.6613 • LV-HFC-unev-UT-200003 906/11/2024 00:00 2.5167 2.3863 2.6613 IA-LV
• LV-HFC-Unev-NV-200003 706/11/2024 00:01 2.4669 2.4719 2.3863 2.4963 2.6613 • LV-HFC-unev-UT-200003 906/11/2024 00:01 2.4669 2.3863 2.6613 IA-LV
